Log_ID,Timestamp,Username,IP_Address,Country,Login_Status,Failed_Attempts,Device,OS,Browser,Risk_Score,Attack_Type,Threat_Label
460,2026-01-03 17:47:00,komal,192.168.21.26,Japan,Failed,7,Laptop,Windows,Chrome,73,Credential Stuffing,Threat
461,2026-01-14 10:39:00,admin,192.168.220.89,Australia,Failed,5,Mobile,Ubuntu,Chrome,82,Malware,Threat
462,2026-01-22 04:30:00,aditya,192.168.20.26,UK,Success,1,Laptop,Android,Firefox,5,Safe,Safe
463,2026-01-28 19:31:00,john,192.168.104.241,India,Success,1,Desktop,Windows,Safari,31,Safe,Safe
464,2026-01-29 02:13:00,bob,192.168.27.244,USA,Failed,8,Mobile,Ubuntu,Edge,90,Credential Stuffing,Threat
465,2026-01-31 16:51:00,rahul,192.168.159.168,Japan,Success,3,Laptop,Android,Edge,40,Safe,Safe
466,2026-01-08 05:16:00,test,192.168.136.51,Germany,Success,0,Laptop,Windows,Safari,19,Safe,Safe
467,2026-01-22 22:51:00,aditya,192.168.125.19,India,Success,0,Laptop,Windows,Chrome,36,Safe,Safe
468,2026-01-07 00:58:00,komal,192.168.226.200,Russia,Failed,6,Desktop,Windows,Safari,81,Malware,Threat
469,2026-01-07 01:39:00,guest,192.168.98.92,Germany,Failed,7,Mobile,Ubuntu,Edge,77,Phishing,Threat
470,2026-01-13 16:21:00,sneha,192.168.137.167,Brazil,Failed,7,Laptop,Linux,Safari,70,Malware,Threat
471,2026-01-18 02:57:00,alice,192.168.184.6,Brazil,Success,1,Desktop,Android,Firefox,22,Safe,Safe
472,2026-01-16 14:54:00,bob,192.168.26.8,Australia,Success,1,Laptop,Linux,Safari,30,Safe,Safe
473,2026-01-10 07:48:00,admin,192.168.95.11,Nigeria,Failed,8,Laptop,Android,Safari,99,Phishing,Threat
474,2026-01-24 16:14:00,bob,192.168.83.159,Russia,Failed,6,Desktop,Android,Chrome,75,Credential Stuffing,Threat
475,2026-01-02 21:57:00,amit,192.168.103.23,Nigeria,Success,2,Mobile,Linux,Chrome,15,Safe,Safe
476,2026-01-18 23:05:00,amit,192.168.0.150,Nigeria,Failed,7,Laptop,Linux,Edge,99,Malware,Threat
477,2026-01-29 02:06:00,sneha,192.168.172.201,India,Failed,7,Mobile,Ubuntu,Edge,91,Malware,Threat
478,2026-01-04 15:04:00,rohit,192.168.108.194,USA,Success,1,Desktop,Linux,Chrome,25,Safe,Safe
479,2026-01-09 10:59:00,admin,192.168.190.197,India,Success,2,Laptop,Windows,Safari,13,Safe,Safe
480,2026-01-23 00:24:00,priya,192.168.58.241,Russia,Failed,6,Laptop,macOS,Edge,89,Brute Force,Threat
481,2026-02-03 19:55:00,komal,192.168.42.70,UK,Failed,5,Laptop,macOS,Chrome,80,Credential Stuffing,Threat
482,2026-01-29 19:48:00,rahul,192.168.232.60,India,Success,2,Laptop,Linux,Firefox,38,Safe,Safe
483,2026-01-15 22:16:00,bob,192.168.251.188,Nigeria,Failed,7,Desktop,Windows,Firefox,91,Malware,Threat
484,2026-01-26 04:23:00,alice,192.168.224.169,Japan,Success,2,Desktop,Windows,Chrome,35,Safe,Safe
485,2026-02-04 20:23:00,rohit,192.168.94.49,India,Failed,8,Laptop,Windows,Safari,74,Malware,Threat
486,2026-01-20 06:20:00,admin,192.168.107.209,UK,Failed,4,Laptop,Ubuntu,Safari,72,Brute Force,Threat
487,2026-01-21 16:38:00,sneha,192.168.218.226,Brazil,Success,1,Mobile,Linux,Safari,19,Safe,Safe
488,2026-01-05 04:21:00,rahul,192.168.207.46,India,Success,2,Laptop,Linux,Edge,9,Safe,Safe
489,2026-01-18 21:37:00,anita,192.168.62.96,USA,Failed,7,Laptop,Windows,Edge,70,Brute Force,Threat
490,2026-01-24 15:07:00,anita,192.168.174.50,Australia,Success,2,Laptop,Android,Safari,22,Safe,Safe
491,2026-01-24 00:58:00,pooja,192.168.91.135,India,Failed,6,Mobile,macOS,Firefox,79,Phishing,Threat
492,2026-01-31 14:34:00,test,192.168.145.40,China,Failed,4,Desktop,Windows,Safari,91,Phishing,Threat
493,2026-01-29 15:03:00,pooja,192.168.204.73,Australia,Failed,8,Mobile,macOS,Chrome,76,Malware,Threat
494,2026-01-06 17:42:00,bob,192.168.37.66,Brazil,Failed,6,Desktop,Android,Firefox,81,Malware,Threat
495,2026-01-13 10:37:00,guest,192.168.213.241,Nigeria,Failed,7,Desktop,Linux,Chrome,90,Brute Force,Threat
496,2026-01-03 01:53:00,aditya,192.168.58.142,China,Success,0,Laptop,Android,Safari,11,Safe,Safe
497,2026-01-09 23:43:00,anita,192.168.105.23,Brazil,Failed,6,Desktop,Linux,Edge,72,Malware,Threat
498,2026-01-14 12:09:00,pooja,192.168.158.170,UK,Failed,5,Mobile,Android,Chrome,71,Brute Force,Threat
499,2026-01-20 13:20:00,guest,192.168.53.193,Australia,Failed,5,Laptop,Ubuntu,Edge,91,Malware,Threat
500,2026-01-31 07:46:00,rahul,192.168.126.45,Brazil,Failed,5,Laptop,Linux,Edge,95,Malware,Threat
501,2026-01-30 23:59:00,sneha,192.168.67.101,UK,Failed,5,Desktop,macOS,Safari,95,Credential Stuffing,Threat
502,2026-01-19 23:03:00,alice,192.168.166.17,India,Failed,5,Mobile,macOS,Chrome,74,Malware,Threat
503,2026-01-19 00:47:00,john,192.168.128.68,Russia,Failed,7,Laptop,Ubuntu,Safari,94,Brute Force,Threat
504,2026-01-19 21:43:00,test,192.168.190.227,Brazil,Failed,7,Mobile,Linux,Safari,71,Phishing,Threat
505,2026-01-11 13:03:00,priya,192.168.212.226,India,Failed,6,Mobile,Android,Chrome,81,Phishing,Threat
506,2026-01-10 07:08:00,priya,192.168.76.174,Germany,Failed,4,Mobile,Android,Edge,78,Brute Force,Threat
507,2026-01-09 22:52:00,rahul,192.168.137.167,Australia,Success,0,Mobile,Windows,Edge,10,Safe,Safe
508,2026-01-13 18:17:00,aditya,192.168.205.70,India,Failed,5,Desktop,Ubuntu,Safari,87,Phishing,Threat
509,2026-01-24 01:56:00,admin,192.168.227.144,China,Failed,6,Desktop,Ubuntu,Safari,78,Credential Stuffing,Threat
510,2026-01-17 08:29:00,komal,192.168.48.119,Australia,Success,2,Laptop,Android,Edge,36,Safe,Safe
511,2026-01-26 23:25:00,sneha,192.168.219.139,Germany,Failed,5,Desktop,macOS,Edge,73,Phishing,Threat
512,2026-01-02 08:39:00,test,192.168.45.49,China,Success,0,Mobile,macOS,Safari,38,Safe,Safe
513,2026-01-01 16:02:00,bob,192.168.6.107,Australia,Failed,8,Laptop,macOS,Edge,100,Phishing,Threat
514,2026-01-18 15:15:00,amit,192.168.147.227,Germany,Success,3,Mobile,Ubuntu,Firefox,31,Safe,Safe
515,2026-01-29 23:48:00,test,192.168.140.217,Germany,Success,0,Laptop,macOS,Edge,15,Safe,Safe
516,2026-01-29 15:13:00,rohit,192.168.164.105,China,Failed,5,Laptop,Ubuntu,Chrome,79,Malware,Threat
517,2026-01-06 06:39:00,anita,192.168.84.176,Japan,Failed,6,Mobile,Linux,Firefox,100,Phishing,Threat
518,2026-01-07 23:34:00,rohit,192.168.81.160,Japan,Failed,8,Laptop,Windows,Firefox,83,Phishing,Threat
519,2026-01-07 20:10:00,aditya,192.168.160.95,India,Success,0,Mobile,Android,Edge,16,Safe,Safe
520,2026-01-23 17:39:00,sneha,192.168.142.131,Russia,Failed,5,Mobile,Linux,Chrome,100,Malware,Threat
521,2026-01-08 06:49:00,priya,192.168.254.190,Germany,Failed,8,Desktop,Ubuntu,Edge,81,Phishing,Threat
522,2026-01-11 14:02:00,amit,192.168.75.55,USA,Success,3,Laptop,Ubuntu,Safari,24,Safe,Safe
523,2026-01-15 09:06:00,rahul,192.168.248.134,UK,Success,1,Desktop,Ubuntu,Safari,17,Safe,Safe
524,2026-01-27 04:26:00,sneha,192.168.218.131,USA,Success,1,Mobile,Linux,Safari,26,Safe,Safe
525,2026-02-01 01:28:00,bob,192.168.139.97,India,Success,1,Desktop,Android,Safari,26,Safe,Safe
526,2026-01-15 07:17:00,admin,192.168.228.146,Australia,Success,2,Laptop,Android,Safari,15,Safe,Safe
527,2026-02-03 11:16:00,admin,192.168.196.96,Russia,Failed,8,Laptop,macOS,Edge,98,Phishing,Threat
528,2026-01-21 15:02:00,admin,192.168.240.211,China,Success,0,Mobile,Android,Safari,2,Safe,Safe
529,2026-01-27 06:36:00,test,192.168.255.4,USA,Failed,4,Desktop,macOS,Safari,89,Brute Force,Threat
530,2026-01-23 03:47:00,rohit,192.168.35.12,Australia,Success,0,Mobile,Linux,Chrome,34,Safe,Safe
531,2026-02-03 17:04:00,vijay,192.168.173.45,Brazil,Failed,8,Mobile,macOS,Edge,97,Malware,Threat
532,2026-02-03 02:15:00,priya,192.168.196.53,UK,Success,2,Laptop,Android,Safari,6,Safe,Safe
533,2026-02-03 22:15:00,pooja,192.168.22.81,Germany,Failed,5,Laptop,macOS,Chrome,97,Brute Force,Threat
534,2026-01-30 09:29:00,admin,192.168.162.166,UK,Success,3,Mobile,Linux,Safari,4,Safe,Safe
535,2026-01-14 22:42:00,guest,192.168.70.244,UK,Success,3,Desktop,Ubuntu,Chrome,40,Safe,Safe
536,2026-01-31 10:24:00,admin,192.168.93.251,USA,Success,0,Mobile,macOS,Firefox,4,Safe,Safe
537,2026-01-04 16:21:00,guest,192.168.252.116,Australia,Failed,6,Laptop,macOS,Edge,90,Credential Stuffing,Threat
538,2026-01-11 20:01:00,vijay,192.168.114.66,India,Success,2,Laptop,Windows,Firefox,37,Safe,Safe
539,2026-01-20 18:34:00,alice,192.168.12.66,Germany,Success,1,Laptop,macOS,Chrome,17,Safe,Safe
540,2026-01-28 14:27:00,vijay,192.168.36.208,India,Success,0,Mobile,Windows,Safari,13,Safe,Safe
541,2026-01-22 07:15:00,komal,192.168.158.194,Nigeria,Success,1,Desktop,Android,Edge,19,Safe,Safe
542,2026-01-29 15:28:00,admin,192.168.170.106,Nigeria,Failed,5,Mobile,Android,Chrome,84,Phishing,Threat
543,2026-02-02 18:41:00,priya,192.168.216.175,China,Failed,4,Desktop,Ubuntu,Edge,81,Malware,Threat
544,2026-01-31 23:44:00,alice,192.168.26.71,Russia,Success,0,Mobile,macOS,Edge,26,Safe,Safe
545,2026-01-15 15:00:00,sneha,192.168.107.82,Japan,Success,0,Desktop,macOS,Chrome,30,Safe,Safe
546,2026-01-08 22:08:00,rahul,192.168.30.139,Russia,Failed,7,Laptop,macOS,Safari,80,Brute Force,Threat
547,2026-01-10 11:25:00,guest,192.168.130.158,China,Failed,6,Desktop,Android,Edge,71,Malware,Threat
548,2026-01-02 22:48:00,bob,192.168.167.162,Australia,Failed,8,Desktop,Linux,Safari,81,Credential Stuffing,Threat
549,2026-01-19 04:11:00,sneha,192.168.245.176,Russia,Failed,8,Mobile,Android,Edge,90,Malware,Threat
550,2026-01-18 12:23:00,rohit,192.168.228.91,USA,Failed,6,Desktop,Windows,Firefox,76,Phishing,Threat
551,2026-01-07 04:35:00,rohit,192.168.214.178,China,Success,3,Desktop,Windows,Edge,6,Safe,Safe
552,2026-01-29 22:00:00,sneha,192.168.0.187,UK,Success,1,Desktop,Ubuntu,Safari,29,Safe,Safe
553,2026-01-24 20:53:00,admin,192.168.161.74,Japan,Failed,7,Mobile,macOS,Chrome,71,Malware,Threat
554,2026-01-22 03:08:00,pooja,192.168.164.253,China,Success,1,Laptop,Android,Edge,20,Safe,Safe
555,2026-02-01 14:46:00,test,192.168.102.218,Australia,Success,1,Desktop,Ubuntu,Safari,32,Safe,Safe
556,2026-02-04 05:44:00,aditya,192.168.79.1,Germany,Success,2,Desktop,Linux,Firefox,37,Safe,Safe
557,2026-01-05 02:00:00,test,192.168.79.161,India,Success,2,Mobile,Linux,Edge,6,Safe,Safe
558,2026-01-02 04:53:00,priya,192.168.187.201,Nigeria,Failed,8,Desktop,macOS,Edge,80,Malware,Threat
559,2026-01-23 17:26:00,test,192.168.98.192,Japan,Failed,5,Laptop,Android,Firefox,81,Brute Force,Threat
560,2026-01-14 18:15:00,komal,192.168.72.215,UK,Failed,5,Desktop,Windows,Edge,93,Credential Stuffing,Threat
561,2026-01-23 10:05:00,priya,192.168.132.17,Brazil,Success,2,Laptop,Ubuntu,Firefox,31,Safe,Safe
562,2026-01-12 13:56:00,test,192.168.253.129,Australia,Failed,7,Laptop,Ubuntu,Edge,77,Malware,Threat
563,2026-01-09 18:00:00,priya,192.168.31.79,China,Failed,6,Desktop,Android,Edge,96,Brute Force,Threat
564,2026-01-25 00:06:00,amit,192.168.174.205,Australia,Success,1,Mobile,Windows,Edge,25,Safe,Safe
565,2026-01-31 05:11:00,sneha,192.168.237.196,UK,Failed,5,Mobile,Linux,Chrome,74,Malware,Threat
566,2026-01-29 22:36:00,amit,192.168.245.3,Germany,Success,0,Desktop,Android,Edge,35,Safe,Safe
567,2026-01-02 06:24:00,priya,192.168.142.137,China,Failed,4,Mobile,Android,Edge,98,Phishing,Threat
568,2026-01-10 04:26:00,admin,192.168.144.220,India,Failed,4,Mobile,Android,Chrome,89,Credential Stuffing,Threat
569,2026-01-23 00:56:00,sneha,192.168.81.8,UK,Success,2,Laptop,Linux,Edge,18,Safe,Safe
570,2026-01-15 08:14:00,rahul,192.168.91.11,Russia,Success,3,Mobile,macOS,Safari,6,Safe,Safe
571,2026-01-27 16:17:00,anita,192.168.228.200,Russia,Failed,8,Laptop,macOS,Chrome,84,Phishing,Threat
572,2026-01-29 12:38:00,admin,192.168.43.2,Russia,Success,2,Desktop,Linux,Chrome,14,Safe,Safe
573,2026-01-24 20:33:00,vijay,192.168.160.232,Japan,Success,1,Desktop,Windows,Safari,7,Safe,Safe
574,2026-01-28 22:33:00,alice,192.168.138.215,Australia,Failed,4,Mobile,macOS,Firefox,72,Brute Force,Threat
575,2026-01-06 23:15:00,guest,192.168.221.225,India,Failed,6,Desktop,macOS,Edge,78,Credential Stuffing,Threat
576,2026-01-08 19:14:00,alice,192.168.189.37,Brazil,Failed,5,Desktop,Linux,Chrome,94,Phishing,Threat
577,2026-01-09 20:47:00,vijay,192.168.160.210,UK,Success,1,Mobile,Linux,Safari,4,Safe,Safe
578,2026-01-07 17:04:00,john,192.168.157.106,Brazil,Failed,5,Laptop,Ubuntu,Edge,84,Malware,Threat
579,2026-01-29 11:12:00,aditya,192.168.184.99,China,Success,3,Mobile,Ubuntu,Chrome,7,Safe,Safe
580,2026-01-07 13:08:00,priya,192.168.76.39,India,Failed,4,Mobile,Linux,Firefox,71,Malware,Threat
581,2026-02-01 18:19:00,pooja,192.168.45.220,USA,Failed,7,Desktop,macOS,Chrome,99,Brute Force,Threat
582,2026-01-17 00:09:00,alice,192.168.216.148,USA,Failed,4,Mobile,Linux,Chrome,70,Malware,Threat
583,2026-01-17 21:16:00,alice,192.168.132.123,UK,Failed,6,Laptop,Linux,Chrome,85,Phishing,Threat
584,2026-01-10 18:24:00,aditya,192.168.241.221,Russia,Success,3,Mobile,Windows,Firefox,18,Safe,Safe
585,2026-01-18 04:25:00,test,192.168.247.205,Brazil,Failed,8,Mobile,Linux,Edge,72,Malware,Threat
586,2026-01-07 03:38:00,aditya,192.168.244.11,Brazil,Failed,7,Laptop,Linux,Chrome,77,Brute Force,Threat
587,2026-01-27 10:28:00,pooja,192.168.15.151,Russia,Failed,6,Laptop,Linux,Firefox,90,Brute Force,Threat
588,2026-01-11 14:04:00,alice,192.168.31.87,India,Success,3,Laptop,macOS,Safari,13,Safe,Safe
589,2026-01-03 08:01:00,test,192.168.177.17,India,Success,0,Mobile,Ubuntu,Chrome,35,Safe,Safe
590,2026-02-04 03:57:00,alice,192.168.41.152,Germany,Failed,4,Desktop,Linux,Firefox,95,Credential Stuffing,Threat
591,2026-01-26 23:44:00,sneha,192.168.108.114,Brazil,Success,0,Mobile,Linux,Firefox,18,Safe,Safe
592,2026-01-31 03:26:00,guest,192.168.200.75,China,Failed,7,Laptop,Linux,Firefox,79,Phishing,Threat
593,2026-01-30 15:07:00,admin,192.168.85.38,UK,Failed,6,Mobile,Android,Safari,77,Malware,Threat
594,2026-01-27 16:11:00,sneha,192.168.244.14,UK,Success,3,Desktop,Ubuntu,Edge,32,Safe,Safe
595,2026-01-12 16:50:00,admin,192.168.180.119,Germany,Failed,4,Desktop,Linux,Safari,71,Malware,Threat
596,2026-01-06 08:53:00,sneha,192.168.79.20,USA,Success,0,Desktop,Android,Safari,13,Safe,Safe
597,2026-01-02 08:20:00,anita,192.168.205.92,Brazil,Success,1,Laptop,Android,Firefox,3,Safe,Safe
598,2026-01-23 12:10:00,priya,192.168.8.126,USA,Success,3,Laptop,macOS,Firefox,32,Safe,Safe
599,2026-01-21 16:15:00,admin,192.168.90.194,Germany,Failed,5,Laptop,Windows,Chrome,72,Malware,Threat
600,2026-02-04 17:36:00,john,192.168.21.187,India,Failed,8,Laptop,macOS,Safari,99,Malware,Threat
601,2026-01-25 08:24:00,anita,192.168.227.253,UK,Failed,4,Desktop,macOS,Edge,78,Credential Stuffing,Threat
602,2026-02-03 06:44:00,komal,192.168.189.105,Australia,Success,2,Desktop,Linux,Edge,23,Safe,Safe
603,2026-01-24 23:54:00,rahul,192.168.107.132,Japan,Failed,7,Mobile,Ubuntu,Edge,72,Brute Force,Threat
604,2026-01-30 11:58:00,rohit,192.168.129.34,Japan,Success,2,Laptop,Linux,Edge,16,Safe,Safe
605,2026-01-10 09:09:00,aditya,192.168.72.218,Australia,Failed,4,Desktop,Linux,Edge,80,Credential Stuffing,Threat
606,2026-01-08 03:16:00,rahul,192.168.157.100,UK,Failed,7,Mobile,Linux,Edge,90,Credential Stuffing,Threat
607,2026-01-25 12:16:00,priya,192.168.155.138,Germany,Success,2,Desktop,Android,Edge,4,Safe,Safe
608,2026-01-08 04:12:00,admin,192.168.212.220,Japan,Failed,7,Laptop,Android,Safari,94,Credential Stuffing,Threat
609,2026-01-05 04:07:00,komal,192.168.199.18,UK,Success,3,Laptop,Windows,Firefox,15,Safe,Safe
610,2026-01-07 04:56:00,aditya,192.168.17.168,China,Failed,4,Laptop,Android,Firefox,76,Malware,Threat
611,2026-01-10 23:09:00,alice,192.168.20.118,Brazil,Success,0,Laptop,macOS,Chrome,36,Safe,Safe
612,2026-01-17 06:05:00,vijay,192.168.143.157,Nigeria,Failed,6,Mobile,Android,Chrome,97,Phishing,Threat
613,2026-01-12 02:30:00,aditya,192.168.255.22,India,Failed,8,Laptop,Android,Edge,98,Phishing,Threat
614,2026-02-02 07:26:00,guest,192.168.44.70,Australia,Success,3,Desktop,Windows,Edge,19,Safe,Safe
615,2026-01-23 18:53:00,guest,192.168.112.212,USA,Failed,4,Desktop,Linux,Edge,99,Credential Stuffing,Threat
616,2026-01-10 23:33:00,rohit,192.168.134.205,UK,Success,0,Laptop,Android,Firefox,5,Safe,Safe
617,2026-01-28 14:41:00,priya,192.168.167.63,USA,Failed,8,Desktop,Ubuntu,Firefox,94,Malware,Threat
618,2026-01-11 12:59:00,rohit,192.168.39.223,Germany,Failed,7,Desktop,Windows,Firefox,73,Brute Force,Threat
619,2026-02-03 17:20:00,sneha,192.168.180.186,Germany,Success,0,Desktop,Ubuntu,Safari,39,Safe,Safe
620,2026-01-27 06:14:00,guest,192.168.93.140,Russia,Success,2,Mobile,Ubuntu,Firefox,2,Safe,Safe
621,2026-02-03 11:34:00,vijay,192.168.241.122,Germany,Failed,6,Desktop,macOS,Chrome,74,Phishing,Threat
622,2026-02-02 23:27:00,priya,192.168.54.68,Australia,Success,3,Desktop,Windows,Firefox,7,Safe,Safe
623,2026-01-10 10:42:00,pooja,192.168.40.160,Japan,Failed,5,Laptop,Android,Firefox,88,Phishing,Threat
624,2026-01-10 19:48:00,bob,192.168.33.122,UK,Success,2,Mobile,Linux,Safari,36,Safe,Safe
625,2026-01-14 02:15:00,john,192.168.129.249,Nigeria,Success,0,Mobile,macOS,Firefox,36,Safe,Safe
626,2026-01-15 15:30:00,amit,192.168.86.113,Russia,Failed,8,Desktop,Ubuntu,Edge,98,Malware,Threat
627,2026-01-04 17:21:00,aditya,192.168.56.97,Nigeria,Success,3,Desktop,Ubuntu,Chrome,9,Safe,Safe
628,2026-01-11 07:06:00,sneha,192.168.244.42,UK,Failed,5,Laptop,Windows,Safari,98,Credential Stuffing,Threat
629,2026-01-06 18:18:00,admin,192.168.82.238,Germany,Failed,5,Laptop,macOS,Chrome,77,Credential Stuffing,Threat
630,2026-01-30 15:05:00,rohit,192.168.177.87,Australia,Success,0,Laptop,Ubuntu,Edge,21,Safe,Safe
631,2026-01-16 12:29:00,test,192.168.244.175,Australia,Success,3,Desktop,Windows,Safari,9,Safe,Safe
632,2026-01-24 08:13:00,admin,192.168.28.37,UK,Success,1,Desktop,macOS,Firefox,36,Safe,Safe
633,2026-01-31 02:40:00,john,192.168.157.131,USA,Success,0,Desktop,Ubuntu,Firefox,1,Safe,Safe
634,2026-01-25 03:22:00,alice,192.168.209.10,India,Failed,8,Laptop,Windows,Safari,86,Credential Stuffing,Threat
635,2026-01-17 19:32:00,alice,192.168.7.174,Germany,Success,2,Laptop,Android,Safari,37,Safe,Safe
636,2026-01-21 16:36:00,test,192.168.103.24,India,Success,3,Mobile,Linux,Firefox,5,Safe,Safe
637,2026-01-11 16:27:00,admin,192.168.135.231,UK,Failed,4,Desktop,Windows,Safari,74,Malware,Threat
638,2026-01-26 05:34:00,test,192.168.147.82,Brazil,Success,1,Desktop,Android,Chrome,28,Safe,Safe
639,2026-01-16 13:35:00,amit,192.168.72.140,Australia,Failed,6,Mobile,Linux,Safari,87,Phishing,Threat
640,2026-01-24 16:10:00,rahul,192.168.165.123,UK,Failed,7,Desktop,Linux,Chrome,97,Phishing,Threat
641,2026-01-03 20:20:00,anita,192.168.204.131,Japan,Failed,8,Mobile,Android,Firefox,75,Phishing,Threat
642,2026-02-01 07:48:00,priya,192.168.225.233,India,Success,0,Desktop,Ubuntu,Firefox,11,Safe,Safe
643,2026-01-23 11:59:00,test,192.168.39.218,USA,Failed,5,Laptop,Android,Edge,78,Phishing,Threat
644,2026-01-25 13:54:00,priya,192.168.189.119,India,Failed,8,Desktop,Android,Chrome,83,Brute Force,Threat
645,2026-01-01 17:18:00,amit,192.168.71.1,Russia,Failed,8,Laptop,macOS,Safari,83,Malware,Threat
646,2026-02-01 16:19:00,sneha,192.168.204.58,Germany,Success,0,Laptop,Windows,Safari,10,Safe,Safe
647,2026-01-06 21:13:00,bob,192.168.172.195,USA,Success,1,Desktop,Android,Safari,19,Safe,Safe
648,2026-01-28 22:47:00,komal,192.168.118.215,UK,Success,2,Mobile,Windows,Safari,7,Safe,Safe
649,2026-01-22 23:12:00,aditya,192.168.21.138,Germany,Success,1,Mobile,Ubuntu,Firefox,32,Safe,Safe
650,2026-02-02 23:15:00,bob,192.168.46.105,China,Failed,8,Desktop,Linux,Chrome,83,Brute Force,Threat
651,2026-02-03 10:44:00,komal,192.168.70.64,UK,Success,2,Laptop,Ubuntu,Chrome,26,Safe,Safe
652,2026-01-21 04:36:00,rahul,192.168.91.10,Australia,Success,1,Mobile,Ubuntu,Edge,24,Safe,Safe
653,2026-01-26 04:01:00,admin,192.168.69.84,Germany,Success,1,Laptop,Linux,Safari,5,Safe,Safe
654,2026-02-01 18:57:00,admin,192.168.152.182,USA,Success,3,Desktop,Android,Safari,5,Safe,Safe
655,2026-01-09 11:15:00,guest,192.168.252.118,Germany,Success,0,Laptop,Ubuntu,Chrome,34,Safe,Safe
656,2026-01-09 19:11:00,test,192.168.132.103,Russia,Failed,8,Mobile,macOS,Safari,93,Brute Force,Threat
657,2026-01-12 10:52:00,aditya,192.168.218.86,Germany,Failed,8,Desktop,Linux,Edge,74,Malware,Threat
658,2026-01-02 12:20:00,rohit,192.168.13.231,UK,Success,1,Mobile,Windows,Chrome,9,Safe,Safe
659,2026-01-05 20:30:00,pooja,192.168.215.133,UK,Success,2,Mobile,Ubuntu,Firefox,38,Safe,Safe
660,2026-01-06 06:30:00,amit,192.168.120.52,China,Failed,8,Mobile,Android,Firefox,76,Credential Stuffing,Threat
661,2026-01-27 10:22:00,alice,192.168.122.36,India,Failed,5,Laptop,Linux,Firefox,96,Malware,Threat
662,2026-01-13 07:42:00,alice,192.168.100.212,Nigeria,Failed,4,Desktop,Ubuntu,Chrome,84,Malware,Threat
663,2026-01-12 14:25:00,guest,192.168.8.125,Japan,Success,0,Laptop,Linux,Edge,38,Safe,Safe
664,2026-01-28 08:08:00,admin,192.168.25.95,China,Failed,5,Desktop,macOS,Safari,73,Credential Stuffing,Threat
665,2026-01-12 22:43:00,guest,192.168.76.122,India,Success,0,Laptop,macOS,Safari,32,Safe,Safe
666,2026-01-24 11:42:00,rohit,192.168.178.2,China,Failed,4,Laptop,Linux,Chrome,94,Credential Stuffing,Threat
667,2026-02-03 01:54:00,john,192.168.37.15,Nigeria,Failed,4,Desktop,Linux,Safari,89,Malware,Threat
668,2026-01-03 14:51:00,aditya,192.168.46.254,Germany,Success,1,Mobile,macOS,Chrome,17,Safe,Safe
669,2026-01-22 04:20:00,anita,192.168.121.141,Japan,Failed,5,Desktop,Linux,Safari,72,Phishing,Threat
670,2026-01-05 17:55:00,amit,192.168.130.215,China,Failed,8,Mobile,Linux,Firefox,72,Credential Stuffing,Threat
671,2026-01-23 04:45:00,anita,192.168.200.200,Russia,Success,2,Desktop,Windows,Firefox,19,Safe,Safe
672,2026-01-25 02:00:00,rahul,192.168.25.13,Russia,Failed,5,Mobile,Windows,Safari,71,Credential Stuffing,Threat
673,2026-01-07 16:53:00,amit,192.168.181.212,Nigeria,Failed,6,Laptop,macOS,Safari,81,Brute Force,Threat
674,2026-01-04 05:06:00,rahul,192.168.154.74,China,Failed,6,Desktop,Windows,Safari,88,Credential Stuffing,Threat
675,2026-01-17 19:07:00,sneha,192.168.114.98,USA,Success,3,Mobile,macOS,Firefox,2,Safe,Safe
676,2026-01-08 02:53:00,rohit,192.168.23.164,Australia,Failed,4,Desktop,Linux,Chrome,85,Phishing,Threat
677,2026-01-21 11:15:00,aditya,192.168.178.172,Nigeria,Failed,6,Laptop,Ubuntu,Chrome,80,Phishing,Threat
678,2026-02-01 15:27:00,bob,192.168.118.193,Germany,Success,1,Mobile,macOS,Firefox,23,Safe,Safe
679,2026-01-07 14:36:00,vijay,192.168.201.115,Nigeria,Success,0,Laptop,Ubuntu,Edge,15,Safe,Safe
680,2026-01-31 23:24:00,admin,192.168.189.25,Australia,Failed,5,Mobile,Ubuntu,Firefox,86,Brute Force,Threat
681,2026-01-22 14:19:00,alice,192.168.38.103,USA,Success,2,Mobile,Linux,Firefox,7,Safe,Safe
682,2026-01-07 16:04:00,test,192.168.202.186,China,Failed,8,Laptop,Linux,Edge,77,Phishing,Threat
683,2026-01-12 00:49:00,admin,192.168.227.92,Japan,Failed,7,Laptop,macOS,Firefox,89,Malware,Threat
684,2026-01-31 22:28:00,john,192.168.87.75,Nigeria,Success,0,Desktop,Android,Chrome,2,Safe,Safe
685,2026-01-31 19:22:00,admin,192.168.26.58,China,Success,2,Laptop,Android,Chrome,35,Safe,Safe
686,2026-01-02 09:31:00,test,192.168.245.39,China,Success,3,Mobile,Android,Firefox,10,Safe,Safe
687,2026-01-28 08:18:00,test,192.168.146.182,Brazil,Failed,6,Mobile,Ubuntu,Safari,72,Phishing,Threat
688,2026-01-23 15:30:00,rohit,192.168.104.68,Australia,Failed,4,Laptop,Android,Chrome,95,Brute Force,Threat
689,2026-01-21 10:26:00,anita,192.168.51.175,Japan,Failed,7,Laptop,Linux,Chrome,80,Brute Force,Threat
690,2026-02-02 17:13:00,bob,192.168.189.251,Russia,Failed,8,Desktop,Ubuntu,Chrome,94,Malware,Threat
